;id;org:resource;concept:name;time:timestamp;org:role;case:OrganizationalEntity;case:ProjectNumber;case:TaskNumber;case:dec_id_0;case:ActivityNumber;case:TotalDeclared;case:concept:name;case:RequestedAmount_0;case:Overspent;case:travel permit number;case:DeclarationNumber_0;case:RequestedBudget;case:BudgetNumber;case:OverspentAmount;case:RfpNumber_0;case:OrganizationalEntity_0;case:Rfp_id_0;case:Cost Type_0;case:dec_id_1;case:Activity_0;case:Task_0;case:Project_0;case:DeclarationNumber_1;case:RequestedAmount_1;case:Activity_1;case:dec_id_2;case:RfpNumber_1;case:OrganizationalEntity_1;case:Cost Type_1;case:Task_1;case:Rfp_id_1;case:Project_1;case:DeclarationNumber_2;case:RequestedAmount_2;case:dec_id_3;case:dec_id_4;case:DeclarationNumber_4;case:RequestedAmount_4;case:RequestedAmount_3;case:DeclarationNumber_3;case:Activity_2;case:Cost Type_2;case:RfpNumber_2;case:OrganizationalEntity_2;case:Project_2;case:Rfp_id_2;case:Task_2;case:Activity_3;case:Cost Type_3;case:RfpNumber_3;case:OrganizationalEntity_3;case:Project_3;case:Rfp_id_3;case:Task_3;case:RequestedAmount_9;case:dec_id_5;case:dec_id_6;case:dec_id_9;case:dec_id_7;case:dec_id_8;case:DeclarationNumber_8;case:DeclarationNumber_9;case:DeclarationNumber_5;case:DeclarationNumber_6;case:DeclarationNumber_7;case:RequestedAmount_8;case:RequestedAmount_6;case:RequestedAmount_5;object:name;action:name;action:status;org:actor:name;org:actor:name:a
1444;st_step 9925_0;STAFF MEMBER;Declaration APPROVED by BUDGET OWNER;2018-04-17 10:29:18+02:00;BUDGET OWNER;organizational unit 65456;project 2977;task 427;declaration 9918;UNKNOWN;3356.4710396983774;travel permit 9916;2,631;True;travel permit number 9917;declaration number 9919;1931.6926812498762;budget 2976;294.6958609541334;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; declaration; approved;; budget owner, budget owner;, STAFF MEMBER
1445;st_step 9923_0;STAFF MEMBER;Declaration APPROVED by SUPERVISOR;2018-04-19 10:05:02+02:00;SUPERVISOR;organizational unit 65456;project 2977;task 427;declaration 9918;UNKNOWN;3356.4710396983774;travel permit 9916;2,631;True;travel permit number 9917;declaration number 9919;1931.6926812498762;budget 2976;294.6958609541334;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; declaration; approved;; supervisor, supervisor;, STAFF MEMBER
1446;st_step 9927_0;STAFF MEMBER;Declaration FINAL_APPROVED by DIRECTOR;2018-04-19 14:54:42+02:00;DIRECTOR;organizational unit 65456;project 2977;task 427;declaration 9918;UNKNOWN;3356.4710396983774;travel permit 9916;2,631;True;travel permit number 9917;declaration number 9919;1931.6926812498762;budget 2976;294.6958609541334;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; declaration; approved; final; director, director;, STAFF MEMBER
1447;fd_declaration 9918_17;SYSTEM;Request Payment;2018-04-23 06:30:26+02:00;UNDEFINED;organizational unit 65456;project 2977;task 427;declaration 9918;UNKNOWN;3356.4710396983774;travel permit 9916;2,631;True;travel permit number 9917;declaration number 9919;1931.6926812498762;budget 2976;294.6958609541334;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; payment; request;;;, SYSTEM
1448;fd_declaration 9918_18;SYSTEM;Payment Handled;2018-04-26 17:30:55+02:00;UNDEFINED;organizational unit 65456;project 2977;task 427;declaration 9918;UNKNOWN;3356.4710396983774;travel permit 9916;2,631;True;travel permit number 9917;declaration number 9919;1931.6926812498762;budget 2976;294.6958609541334;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; payment; handled;;;, SYSTEM
1449;st_step 7487_0;STAFF MEMBER;Permit SUBMITTED by EMPLOYEE;2018-01-17 15:15:44+01:00;EMPLOYEE;organizational unit 65457;project 7482;task 427;declaration 7483;UNKNOWN;296.25083102412054;travel permit 7480;67;True;travel permit number 7481;declaration number 7484;481.9231739123551;budget 684;62.0604507678988;;;;;declaration 7485;;;;declaration number 7486;439;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; permit, employee; submitted;; employee;, STAFF MEMBER
1450;st_step 7488_0;STAFF MEMBER;Permit APPROVED by ADMINISTRATION;2018-01-17 15:15:47+01:00;ADMINISTRATION;organizational unit 65457;project 7482;task 427;declaration 7483;UNKNOWN;296.25083102412054;travel permit 7480;67;True;travel permit number 7481;declaration number 7484;481.9231739123551;budget 684;62.0604507678988;;;;;declaration 7485;;;;declaration number 7486;439;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; permit; approved;; administration, administration;, STAFF MEMBER
1451;st_step 7489_0;STAFF MEMBER;Permit FINAL_APPROVED by SUPERVISOR;2018-01-18 08:02:29+01:00;SUPERVISOR;organizational unit 65457;project 7482;task 427;declaration 7483;UNKNOWN;296.25083102412054;travel permit 7480;67;True;travel permit number 7481;declaration number 7484;481.9231739123551;budget 684;62.0604507678988;;;;;declaration 7485;;;;declaration number 7486;439;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; permit; approved; final; supervisor, supervisor;, STAFF MEMBER
1452;st_step 7494_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-01-25 10:51:21+01:00;EMPLOYEE;organizational unit 65457;project 7482;task 427;declaration 7483;UNKNOWN;296.25083102412054;travel permit 7480;67;True;travel permit number 7481;declaration number 7484;481.9231739123551;budget 684;62.0604507678988;;;;;declaration 7485;;;;declaration number 7486;439;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; declaration, employee; submitted;; employee;, STAFF MEMBER
1453;st_step 7493_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-01-25 10:51:36+01:00;ADMINISTRATION;organizational unit 65457;project 7482;task 427;declaration 7483;UNKNOWN;296.25083102412054;travel permit 7480;67;True;travel permit number 7481;declaration number 7484;481.9231739123551;budget 684;62.0604507678988;;;;;declaration 7485;;;;declaration number 7486;439;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; declaration; approved;; administration, administration;, STAFF MEMBER
1454;st_step 7495_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2018-01-29 10:37:16+01:00;SUPERVISOR;organizational unit 65457;project 7482;task 427;declaration 7483;UNKNOWN;296.25083102412054;travel permit 7480;67;True;travel permit number 7481;declaration number 7484;481.9231739123551;budget 684;62.0604507678988;;;;;declaration 7485;;;;declaration number 7486;439;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; declaration; approved; final; supervisor, supervisor;, STAFF MEMBER
1455;fd_declaration 7485_17;SYSTEM;Request Payment;2018-01-31 14:52:05+01:00;UNDEFINED;organizational unit 65457;project 7482;task 427;declaration 7483;UNKNOWN;296.25083102412054;travel permit 7480;67;True;travel permit number 7481;declaration number 7484;481.9231739123551;budget 684;62.0604507678988;;;;;declaration 7485;;;;declaration number 7486;439;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; payment; request;;;, SYSTEM
1456;fd_declaration 7485_18;SYSTEM;Payment Handled;2018-02-01 17:31:18+01:00;UNDEFINED;organizational unit 65457;project 7482;task 427;declaration 7483;UNKNOWN;296.25083102412054;travel permit 7480;67;True;travel permit number 7481;declaration number 7484;481.9231739123551;budget 684;62.0604507678988;;;;;declaration 7485;;;;declaration number 7486;439;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; payment; handled;;;, SYSTEM
1457;rv_travel permit 7480_6;STAFF MEMBER;Start trip;2018-02-10 00:00:00+01:00;EMPLOYEE;organizational unit 65457;project 7482;task 427;declaration 7483;UNKNOWN;296.25083102412054;travel permit 7480;67;True;travel permit number 7481;declaration number 7484;481.9231739123551;budget 684;62.0604507678988;;;;;declaration 7485;;;;declaration number 7486;439;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; trip, employee; start;;;, STAFF MEMBER
1458;rv_travel permit 7480_7;STAFF MEMBER;End trip;2018-02-18 00:00:00+01:00;EMPLOYEE;organizational unit 65457;project 7482;task 427;declaration 7483;UNKNOWN;296.25083102412054;travel permit 7480;67;True;travel permit number 7481;declaration number 7484;481.9231739123551;budget 684;62.0604507678988;;;;;declaration 7485;;;;declaration number 7486;439;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; trip, employee; end;;;, STAFF MEMBER
1459;st_step 7491_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-02-20 13:48:59+01:00;EMPLOYEE;organizational unit 65457;project 7482;task 427;declaration 7483;UNKNOWN;296.25083102412054;travel permit 7480;67;True;travel permit number 7481;declaration number 7484;481.9231739123551;budget 684;62.0604507678988;;;;;declaration 7485;;;;declaration number 7486;439;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; declaration, employee; submitted;; employee;, STAFF MEMBER
1460;st_step 7490_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2019-04-18 14:54:42+02:00;ADMINISTRATION;organizational unit 65457;project 7482;task 427;declaration 7483;UNKNOWN;296.25083102412054;travel permit 7480;67;True;travel permit number 7481;declaration number 7484;481.9231739123551;budget 684;62.0604507678988;;;;;declaration 7485;;;;declaration number 7486;439;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; declaration; approved;; administration, administration;, STAFF MEMBER
1461;st_step 7492_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2019-04-23 11:42:42+02:00;SUPERVISOR;organizational unit 65457;project 7482;task 427;declaration 7483;UNKNOWN;296.25083102412054;travel permit 7480;67;True;travel permit number 7481;declaration number 7484;481.9231739123551;budget 684;62.0604507678988;;;;;declaration 7485;;;;declaration number 7486;439;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; declaration; approved; final; supervisor, supervisor;, STAFF MEMBER
1462;fd_declaration 7483_17;SYSTEM;Request Payment;2019-04-24 13:08:34+02:00;UNDEFINED;organizational unit 65457;project 7482;task 427;declaration 7483;UNKNOWN;296.25083102412054;travel permit 7480;67;True;travel permit number 7481;declaration number 7484;481.9231739123551;budget 684;62.0604507678988;;;;;declaration 7485;;;;declaration number 7486;439;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; payment; request;;;, SYSTEM
1463;fd_declaration 7483_18;SYSTEM;Payment Handled;2019-04-25 17:31:27+02:00;UNDEFINED;organizational unit 65457;project 7482;task 427;declaration 7483;UNKNOWN;296.25083102412054;travel permit 7480;67;True;travel permit number 7481;declaration number 7484;481.9231739123551;budget 684;62.0604507678988;;;;;declaration 7485;;;;declaration number 7486;439;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; payment; handled;;;, SYSTEM
1464;st_step 6712_0;STAFF MEMBER;Permit SUBMITTED by EMPLOYEE;2018-01-18 12:54:57+01:00;EMPLOYEE;organizational unit 65464;UNKNOWN;UNKNOWN;declaration 6707;UNKNOWN;350.0135880959295;travel permit 6705;266;True;travel permit number 6706;declaration number 6708;275.0391676803989;budget 4653;34.21185447554194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; permit, employee; submitted;; employee;, STAFF MEMBER
1465;st_step 6711_0;STAFF MEMBER;Permit APPROVED by ADMINISTRATION;2018-01-18 12:55:08+01:00;ADMINISTRATION;organizational unit 65464;UNKNOWN;UNKNOWN;declaration 6707;UNKNOWN;350.0135880959295;travel permit 6705;266;True;travel permit number 6706;declaration number 6708;275.0391676803989;budget 4653;34.21185447554194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; permit; approved;; administration, administration;, STAFF MEMBER
1466;st_step 6710_0;STAFF MEMBER;Permit APPROVED by BUDGET OWNER;2018-01-18 14:17:09+01:00;BUDGET OWNER;organizational unit 65464;UNKNOWN;UNKNOWN;declaration 6707;UNKNOWN;350.0135880959295;travel permit 6705;266;True;travel permit number 6706;declaration number 6708;275.0391676803989;budget 4653;34.21185447554194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; permit; approved;; budget owner, budget owner;, STAFF MEMBER
1467;st_step 6709_0;STAFF MEMBER;Permit FINAL_APPROVED by SUPERVISOR;2018-01-27 05:15:31+01:00;SUPERVISOR;organizational unit 65464;UNKNOWN;UNKNOWN;declaration 6707;UNKNOWN;350.0135880959295;travel permit 6705;266;True;travel permit number 6706;declaration number 6708;275.0391676803989;budget 4653;34.21185447554194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; permit; approved; final; supervisor, supervisor;, STAFF MEMBER
1468;rv_travel permit 6705_6;STAFF MEMBER;Start trip;2018-03-15 00:00:00+01:00;EMPLOYEE;organizational unit 65464;UNKNOWN;UNKNOWN;declaration 6707;UNKNOWN;350.0135880959295;travel permit 6705;266;True;travel permit number 6706;declaration number 6708;275.0391676803989;budget 4653;34.21185447554194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; trip, employee; start;;;, STAFF MEMBER
1469;rv_travel permit 6705_7;STAFF MEMBER;End trip;2018-03-16 00:00:00+01:00;EMPLOYEE;organizational unit 65464;UNKNOWN;UNKNOWN;declaration 6707;UNKNOWN;350.0135880959295;travel permit 6705;266;True;travel permit number 6706;declaration number 6708;275.0391676803989;budget 4653;34.21185447554194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; trip, employee; end;;;, STAFF MEMBER
1470;rv_travel permit 6705_27;SYSTEM;Send Reminder;2018-05-01 06:00:07+02:00;UNDEFINED;organizational unit 65464;UNKNOWN;UNKNOWN;declaration 6707;UNKNOWN;350.0135880959295;travel permit 6705;266;True;travel permit number 6706;declaration number 6708;275.0391676803989;budget 4653;34.21185447554194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; reminder; send;;;, SYSTEM
1471;st_step 6717_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-05-04 10:25:22+02:00;EMPLOYEE;organizational unit 65464;UNKNOWN;UNKNOWN;declaration 6707;UNKNOWN;350.0135880959295;travel permit 6705;266;True;travel permit number 6706;declaration number 6708;275.0391676803989;budget 4653;34.21185447554194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; declaration, employee; submitted;; employee;, STAFF MEMBER
1472;st_step 6718_0;STAFF MEMBER;Declaration REJECTED by ADMINISTRATION;2018-05-04 10:32:21+02:00;ADMINISTRATION;organizational unit 65464;UNKNOWN;UNKNOWN;declaration 6707;UNKNOWN;350.0135880959295;travel permit 6705;266;True;travel permit number 6706;declaration number 6708;275.0391676803989;budget 4653;34.21185447554194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; declaration; rejected;; administration, administration;, STAFF MEMBER
1473;st_step 6719_0;STAFF MEMBER;Declaration REJECTED by EMPLOYEE;2018-05-04 11:37:10+02:00;EMPLOYEE;organizational unit 65464;UNKNOWN;UNKNOWN;declaration 6707;UNKNOWN;350.0135880959295;travel permit 6705;266;True;travel permit number 6706;declaration number 6708;275.0391676803989;budget 4653;34.21185447554194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; declaration, employee; rejected;; employee;, STAFF MEMBER
1474;st_step 6714_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-05-04 11:45:34+02:00;EMPLOYEE;organizational unit 65464;UNKNOWN;UNKNOWN;declaration 6707;UNKNOWN;350.0135880959295;travel permit 6705;266;True;travel permit number 6706;declaration number 6708;275.0391676803989;budget 4653;34.21185447554194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; declaration, employee; submitted;; employee;, STAFF MEMBER
1475;st_step 6713_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-05-04 11:45:50+02:00;ADMINISTRATION;organizational unit 65464;UNKNOWN;UNKNOWN;declaration 6707;UNKNOWN;350.0135880959295;travel permit 6705;266;True;travel permit number 6706;declaration number 6708;275.0391676803989;budget 4653;34.21185447554194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; declaration; approved;; administration, administration;, STAFF MEMBER
1476;st_step 6716_0;STAFF MEMBER;Declaration APPROVED by BUDGET OWNER;2018-05-04 14:45:08+02:00;BUDGET OWNER;organizational unit 65464;UNKNOWN;UNKNOWN;declaration 6707;UNKNOWN;350.0135880959295;travel permit 6705;266;True;travel permit number 6706;declaration number 6708;275.0391676803989;budget 4653;34.21185447554194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; declaration; approved;; budget owner, budget owner;, STAFF MEMBER
1477;st_step 6715_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2018-05-08 09:30:58+02:00;SUPERVISOR;organizational unit 65464;UNKNOWN;UNKNOWN;declaration 6707;UNKNOWN;350.0135880959295;travel permit 6705;266;True;travel permit number 6706;declaration number 6708;275.0391676803989;budget 4653;34.21185447554194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; declaration; approved; final; supervisor, supervisor;, STAFF MEMBER
1478;fd_declaration 6707_17;SYSTEM;Request Payment;2018-05-08 12:00:23+02:00;UNDEFINED;organizational unit 65464;UNKNOWN;UNKNOWN;declaration 6707;UNKNOWN;350.0135880959295;travel permit 6705;266;True;travel permit number 6706;declaration number 6708;275.0391676803989;budget 4653;34.21185447554194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; payment; request;;;, SYSTEM
1479;fd_declaration 6707_18;SYSTEM;Payment Handled;2018-05-14 17:31:22+02:00;UNDEFINED;organizational unit 65464;UNKNOWN;UNKNOWN;declaration 6707;UNKNOWN;350.0135880959295;travel permit 6705;266;True;travel permit number 6706;declaration number 6708;275.0391676803989;budget 4653;34.21185447554194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; payment; handled;;;, SYSTEM
1480;st_step 9388_0;STAFF MEMBER;Permit SUBMITTED by EMPLOYEE;2018-01-19 10:13:34+01:00;EMPLOYEE;organizational unit 65459;UNKNOWN;UNKNOWN;;UNKNOWN;3695.643136249433;travel permit 9380;529.8557353297017;False;travel permit number 9381;;5269.28355576499;budget 488;-5594.244900358843;request for payment number 9383;organizational unit 65462;request for payment 9382;0.0;declaration 9384;UNKNOWN;UNKNOWN;project 503;declaration number 9385;3,067;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; permit, employee; submitted;; employee;, STAFF MEMBER
1481;st_step 9386_0;STAFF MEMBER;Permit APPROVED by ADMINISTRATION;2018-01-19 10:15:54+01:00;ADMINISTRATION;organizational unit 65459;UNKNOWN;UNKNOWN;;UNKNOWN;3695.643136249433;travel permit 9380;529.8557353297017;False;travel permit number 9381;;5269.28355576499;budget 488;-5594.244900358843;request for payment number 9383;organizational unit 65462;request for payment 9382;0.0;declaration 9384;UNKNOWN;UNKNOWN;project 503;declaration number 9385;3,067;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; permit; approved;; administration, administration;, STAFF MEMBER
1482;st_step 9387_0;STAFF MEMBER;Permit FINAL_APPROVED by SUPERVISOR;2018-01-24 09:32:21+01:00;SUPERVISOR;organizational unit 65459;UNKNOWN;UNKNOWN;;UNKNOWN;3695.643136249433;travel permit 9380;529.8557353297017;False;travel permit number 9381;;5269.28355576499;budget 488;-5594.244900358843;request for payment number 9383;organizational unit 65462;request for payment 9382;0.0;declaration 9384;UNKNOWN;UNKNOWN;project 503;declaration number 9385;3,067;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; permit; approved; final; supervisor, supervisor;, STAFF MEMBER
1483;st_step 9389_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-02-13 10:50:09+01:00;EMPLOYEE;organizational unit 65459;UNKNOWN;UNKNOWN;;UNKNOWN;3695.643136249433;travel permit 9380;529.8557353297017;False;travel permit number 9381;;5269.28355576499;budget 488;-5594.244900358843;request for payment number 9383;organizational unit 65462;request for payment 9382;0.0;declaration 9384;UNKNOWN;UNKNOWN;project 503;declaration number 9385;3,067;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; request for payment, employee; submitted;; employee;, STAFF MEMBER
1484;st_step 9390_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-02-13 10:52:35+01:00;ADMINISTRATION;organizational unit 65459;UNKNOWN;UNKNOWN;;UNKNOWN;3695.643136249433;travel permit 9380;529.8557353297017;False;travel permit number 9381;;5269.28355576499;budget 488;-5594.244900358843;request for payment number 9383;organizational unit 65462;request for payment 9382;0.0;declaration 9384;UNKNOWN;UNKNOWN;project 503;declaration number 9385;3,067;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; request for payment; approved;; administration, administration;, STAFF MEMBER
1485;st_step 9391_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2018-02-13 11:27:32+01:00;SUPERVISOR;organizational unit 65459;UNKNOWN;UNKNOWN;;UNKNOWN;3695.643136249433;travel permit 9380;529.8557353297017;False;travel permit number 9381;;5269.28355576499;budget 488;-5594.244900358843;request for payment number 9383;organizational unit 65462;request for payment 9382;0.0;declaration 9384;UNKNOWN;UNKNOWN;project 503;declaration number 9385;3,067;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
1486;rp_request for payment 9382_15;SYSTEM;Request Payment;2018-02-14 16:24:15+01:00;UNDEFINED;organizational unit 65459;UNKNOWN;UNKNOWN;;UNKNOWN;3695.643136249433;travel permit 9380;529.8557353297017;False;travel permit number 9381;;5269.28355576499;budget 488;-5594.244900358843;request for payment number 9383;organizational unit 65462;request for payment 9382;0.0;declaration 9384;UNKNOWN;UNKNOWN;project 503;declaration number 9385;3,067;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; payment; request;;;, SYSTEM
1487;rp_request for payment 9382_16;SYSTEM;Payment Handled;2018-02-15 17:31:19+01:00;UNDEFINED;organizational unit 65459;UNKNOWN;UNKNOWN;;UNKNOWN;3695.643136249433;travel permit 9380;529.8557353297017;False;travel permit number 9381;;5269.28355576499;budget 488;-5594.244900358843;request for payment number 9383;organizational unit 65462;request for payment 9382;0.0;declaration 9384;UNKNOWN;UNKNOWN;project 503;declaration number 9385;3,067;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; payment; handled;;;, SYSTEM
1488;rv_travel permit 9380_6;STAFF MEMBER;Start trip;2018-02-25 00:00:00+01:00;EMPLOYEE;organizational unit 65459;UNKNOWN;UNKNOWN;;UNKNOWN;3695.643136249433;travel permit 9380;529.8557353297017;False;travel permit number 9381;;5269.28355576499;budget 488;-5594.244900358843;request for payment number 9383;organizational unit 65462;request for payment 9382;0.0;declaration 9384;UNKNOWN;UNKNOWN;project 503;declaration number 9385;3,067;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; trip, employee; start;;;, STAFF MEMBER
1489;rv_travel permit 9380_7;STAFF MEMBER;End trip;2018-03-02 00:00:00+01:00;EMPLOYEE;organizational unit 65459;UNKNOWN;UNKNOWN;;UNKNOWN;3695.643136249433;travel permit 9380;529.8557353297017;False;travel permit number 9381;;5269.28355576499;budget 488;-5594.244900358843;request for payment number 9383;organizational unit 65462;request for payment 9382;0.0;declaration 9384;UNKNOWN;UNKNOWN;project 503;declaration number 9385;3,067;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; trip, employee; end;;;, STAFF MEMBER
1490;st_step 9397_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-03-25 18:16:59+02:00;EMPLOYEE;organizational unit 65459;UNKNOWN;UNKNOWN;;UNKNOWN;3695.643136249433;travel permit 9380;529.8557353297017;False;travel permit number 9381;;5269.28355576499;budget 488;-5594.244900358843;request for payment number 9383;organizational unit 65462;request for payment 9382;0.0;declaration 9384;UNKNOWN;UNKNOWN;project 503;declaration number 9385;3,067;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; declaration, employee; submitted;; employee;, STAFF MEMBER
1491;st_step 9396_0;STAFF MEMBER;Declaration REJECTED by ADMINISTRATION;2018-03-25 18:48:11+02:00;ADMINISTRATION;organizational unit 65459;UNKNOWN;UNKNOWN;;UNKNOWN;3695.643136249433;travel permit 9380;529.8557353297017;False;travel permit number 9381;;5269.28355576499;budget 488;-5594.244900358843;request for payment number 9383;organizational unit 65462;request for payment 9382;0.0;declaration 9384;UNKNOWN;UNKNOWN;project 503;declaration number 9385;3,067;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; declaration; rejected;; administration, administration;, STAFF MEMBER
1492;st_step 9395_0;STAFF MEMBER;Declaration REJECTED by EMPLOYEE;2018-04-03 12:30:12+02:00;EMPLOYEE;organizational unit 65459;UNKNOWN;UNKNOWN;;UNKNOWN;3695.643136249433;travel permit 9380;529.8557353297017;False;travel permit number 9381;;5269.28355576499;budget 488;-5594.244900358843;request for payment number 9383;organizational unit 65462;request for payment 9382;0.0;declaration 9384;UNKNOWN;UNKNOWN;project 503;declaration number 9385;3,067;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; declaration, employee; rejected;; employee;, STAFF MEMBER
1493;st_step 9394_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-04-08 17:12:43+02:00;EMPLOYEE;organizational unit 65459;UNKNOWN;UNKNOWN;;UNKNOWN;3695.643136249433;travel permit 9380;529.8557353297017;False;travel permit number 9381;;5269.28355576499;budget 488;-5594.244900358843;request for payment number 9383;organizational unit 65462;request for payment 9382;0.0;declaration 9384;UNKNOWN;UNKNOWN;project 503;declaration number 9385;3,067;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; declaration, employee; submitted;; employee;, STAFF MEMBER
1494;st_step 9393_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-04-11 11:06:11+02:00;ADMINISTRATION;organizational unit 65459;UNKNOWN;UNKNOWN;;UNKNOWN;3695.643136249433;travel permit 9380;529.8557353297017;False;travel permit number 9381;;5269.28355576499;budget 488;-5594.244900358843;request for payment number 9383;organizational unit 65462;request for payment 9382;0.0;declaration 9384;UNKNOWN;UNKNOWN;project 503;declaration number 9385;3,067;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; declaration; approved;; administration, administration;, STAFF MEMBER
