;id;org:resource;concept:name;time:timestamp;org:role;case:concept:name;case:BudgetNumber;case:DeclarationNumber;case:Amount;object:name;action:name;action:status;org:actor:name;org:actor:name:a
220;st_step 88376_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2017-09-04 14:58:57+02:00;EMPLOYEE;declaration 88373;budget 86566;declaration number 88374;96.65387076752044; declaration, employee; submitted;; employee;, STAFF MEMBER
221;st_step 88375_0;STAFF MEMBER;Declaration APPROVED by PRE_APPROVER;2017-09-04 15:00:46+02:00;PRE_APPROVER;declaration 88373;budget 86566;declaration number 88374;96.65387076752044; declaration, pre; approved, approver;; pre approver;, STAFF MEMBER
222;st_step 88377_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2017-09-04 15:05:39+02:00;SUPERVISOR;declaration 88373;budget 86566;declaration number 88374;96.65387076752044; declaration; approved; final; supervisor, supervisor;, STAFF MEMBER
223;dd_declaration 88373_19;SYSTEM;Request Payment;2017-09-05 08:13:45+02:00;UNDEFINED;declaration 88373;budget 86566;declaration number 88374;96.65387076752044; payment; request;;;, SYSTEM
224;dd_declaration 88373_20;SYSTEM;Payment Handled;2017-09-07 17:31:07+02:00;UNDEFINED;declaration 88373;budget 86566;declaration number 88374;96.65387076752044; payment; handled;;;, SYSTEM
225;st_step 87313_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2017-08-30 15:12:32+02:00;EMPLOYEE;declaration 87305;budget 86566;declaration number 87306;12.569715914371965; declaration, employee; submitted;; employee;, STAFF MEMBER
226;st_step 87312_0;STAFF MEMBER;Declaration REJECTED by SUPERVISOR;2017-09-04 09:27:06+02:00;SUPERVISOR;declaration 87305;budget 86566;declaration number 87306;12.569715914371965; declaration; rejected;; supervisor, supervisor;, STAFF MEMBER
227;st_step 87314_0;STAFF MEMBER;Declaration REJECTED by EMPLOYEE;2017-09-06 08:25:27+02:00;EMPLOYEE;declaration 87305;budget 86566;declaration number 87306;12.569715914371965; declaration, employee; rejected;; employee;, STAFF MEMBER
228;st_step 87311_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2017-09-06 13:33:52+02:00;EMPLOYEE;declaration 87305;budget 86566;declaration number 87306;12.569715914371965; declaration, employee; submitted;; employee;, STAFF MEMBER
229;st_step 87310_0;STAFF MEMBER;Declaration REJECTED by SUPERVISOR;2017-09-06 13:34:06+02:00;SUPERVISOR;declaration 87305;budget 86566;declaration number 87306;12.569715914371965; declaration; rejected;; supervisor, supervisor;, STAFF MEMBER
230;st_step 87309_0;STAFF MEMBER;Declaration REJECTED by EMPLOYEE;2017-09-08 14:06:49+02:00;EMPLOYEE;declaration 87305;budget 86566;declaration number 87306;12.569715914371965; declaration, employee; rejected;; employee;, STAFF MEMBER
231;st_step 87307_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2017-09-08 14:55:10+02:00;EMPLOYEE;declaration 87305;budget 86566;declaration number 87306;12.569715914371965; declaration, employee; submitted;; employee;, STAFF MEMBER
232;st_step 87308_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2017-09-08 14:55:14+02:00;SUPERVISOR;declaration 87305;budget 86566;declaration number 87306;12.569715914371965; declaration; approved; final; supervisor, supervisor;, STAFF MEMBER
233;dd_declaration 87305_19;SYSTEM;Request Payment;2017-09-11 10:41:09+02:00;UNDEFINED;declaration 87305;budget 86566;declaration number 87306;12.569715914371965; payment; request;;;, SYSTEM
234;dd_declaration 87305_20;SYSTEM;Payment Handled;2017-09-14 17:30:52+02:00;UNDEFINED;declaration 87305;budget 86566;declaration number 87306;12.569715914371965; payment; handled;;;, SYSTEM
235;st_step 87662_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2017-09-05 15:05:22+02:00;EMPLOYEE;declaration 87660;budget 86566;UNKNOWN;7.462497526696364; declaration, employee; submitted;; employee;, STAFF MEMBER
236;st_step 87661_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2017-11-21 11:13:54+01:00;SUPERVISOR;declaration 87660;budget 86566;UNKNOWN;7.462497526696364; declaration; approved; final; supervisor, supervisor;, STAFF MEMBER
237;dd_declaration 87660_19;SYSTEM;Request Payment;2017-11-21 15:09:15+01:00;UNDEFINED;declaration 87660;budget 86566;UNKNOWN;7.462497526696364; payment; request;;;, SYSTEM
238;st_step 87663_0;STAFF MEMBER;Declaration REJECTED by MISSING;2017-12-21 13:41:35+01:00;MISSING;declaration 87660;budget 86566;UNKNOWN;7.462497526696364; declaration; rejected;; missing;, STAFF MEMBER
239;st_step 96533_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2017-10-27 13:17:43+02:00;EMPLOYEE;declaration 96530;budget 86566;UNKNOWN;155.51234424076463; declaration, employee; submitted;; employee;, STAFF MEMBER
240;st_step 96531_0;STAFF MEMBER;Declaration FOR_APPROVAL by PRE_APPROVER;2017-10-27 13:20:33+02:00;PRE_APPROVER;declaration 96530;budget 86566;UNKNOWN;155.51234424076463; declaration, pre; approval, approver;; pre approver;, STAFF MEMBER
241;st_step 96532_0;STAFF MEMBER;Declaration REJECTED by MISSING;2017-10-31 15:31:19+01:00;MISSING;declaration 96530;budget 86566;UNKNOWN;155.51234424076463; declaration; rejected;; missing;, STAFF MEMBER
242;st_step 91935_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2017-11-13 10:32:42+01:00;EMPLOYEE;declaration 91931;budget 86566;declaration number 91932;54.87503922682343; declaration, employee; submitted;; employee;, STAFF MEMBER
243;st_step 91933_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-05-07 09:34:36+02:00;ADMINISTRATION;declaration 91931;budget 86566;declaration number 91932;54.87503922682343; declaration; approved;; administration, administration;, STAFF MEMBER
244;st_step 91934_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2018-05-07 10:35:23+02:00;SUPERVISOR;declaration 91931;budget 86566;declaration number 91932;54.87503922682343; declaration; approved; final; supervisor, supervisor;, STAFF MEMBER
245;dd_declaration 91931_19;SYSTEM;Request Payment;2018-05-07 10:44:31+02:00;UNDEFINED;declaration 91931;budget 86566;declaration number 91932;54.87503922682343; payment; request;;;, SYSTEM
246;dd_declaration 91931_20;SYSTEM;Payment Handled;2018-05-14 17:31:21+02:00;UNDEFINED;declaration 91931;budget 86566;declaration number 91932;54.87503922682343; payment; handled;;;, SYSTEM
247;st_step 109085_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2017-11-16 10:10:42+01:00;EMPLOYEE;declaration 109079;budget 86566;declaration number 109080;33.916739489364765; declaration, employee; submitted;; employee;, STAFF MEMBER
248;st_step 109084_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2017-11-16 10:10:46+01:00;SUPERVISOR;declaration 109079;budget 86566;declaration number 109080;33.916739489364765; declaration; approved; final; supervisor, supervisor;, STAFF MEMBER
249;st_step 109086_0;STAFF MEMBER;Declaration REJECTED by MISSING;2018-01-08 14:09:06+01:00;MISSING;declaration 109079;budget 86566;declaration number 109080;33.916739489364765; declaration; rejected;; missing;, STAFF MEMBER
250;st_step 109081_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-01-08 16:53:13+01:00;EMPLOYEE;declaration 109079;budget 86566;declaration number 109080;33.916739489364765; declaration, employee; submitted;; employee;, STAFF MEMBER
251;st_step 109083_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-01-08 16:53:17+01:00;ADMINISTRATION;declaration 109079;budget 86566;declaration number 109080;33.916739489364765; declaration; approved;; administration, administration;, STAFF MEMBER
252;st_step 109082_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2018-01-08 22:44:42+01:00;SUPERVISOR;declaration 109079;budget 86566;declaration number 109080;33.916739489364765; declaration; approved; final; supervisor, supervisor;, STAFF MEMBER
253;dd_declaration 109079_19;SYSTEM;Request Payment;2018-01-16 14:16:02+01:00;UNDEFINED;declaration 109079;budget 86566;declaration number 109080;33.916739489364765; payment; request;;;, SYSTEM
254;dd_declaration 109079_20;SYSTEM;Payment Handled;2018-01-18 17:31:07+01:00;UNDEFINED;declaration 109079;budget 86566;declaration number 109080;33.916739489364765; payment; handled;;;, SYSTEM
255;st_step 98160_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2017-12-04 17:59:49+01:00;EMPLOYEE;declaration 98152;budget 86566;declaration number 98153;12.021140558424438; declaration, employee; submitted;; employee;, STAFF MEMBER
256;st_step 98158_0;STAFF MEMBER;Declaration REJECTED by ADMINISTRATION;2018-08-27 19:16:11+02:00;ADMINISTRATION;declaration 98152;budget 86566;declaration number 98153;12.021140558424438; declaration; rejected;; administration, administration;, STAFF MEMBER
257;st_step 98159_0;STAFF MEMBER;Declaration REJECTED by EMPLOYEE;2018-08-31 14:00:45+02:00;EMPLOYEE;declaration 98152;budget 86566;declaration number 98153;12.021140558424438; declaration, employee; rejected;; employee;, STAFF MEMBER
258;st_step 98157_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-09-10 17:50:24+02:00;EMPLOYEE;declaration 98152;budget 86566;declaration number 98153;12.021140558424438; declaration, employee; submitted;; employee;, STAFF MEMBER
259;st_step 98156_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-09-10 17:50:30+02:00;ADMINISTRATION;declaration 98152;budget 86566;declaration number 98153;12.021140558424438; declaration; approved;; administration, administration;, STAFF MEMBER
260;st_step 98155_0;STAFF MEMBER;Declaration APPROVED by BUDGET OWNER;2018-09-11 13:35:31+02:00;BUDGET OWNER;declaration 98152;budget 86566;declaration number 98153;12.021140558424438; declaration; approved;; budget owner, budget owner;, STAFF MEMBER
261;st_step 98154_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2018-09-11 14:16:34+02:00;SUPERVISOR;declaration 98152;budget 86566;declaration number 98153;12.021140558424438; declaration; approved; final; supervisor, supervisor;, STAFF MEMBER
262;dd_declaration 98152_19;SYSTEM;Request Payment;2018-09-12 07:16:34+02:00;UNDEFINED;declaration 98152;budget 86566;declaration number 98153;12.021140558424438; payment; request;;;, SYSTEM
263;dd_declaration 98152_20;SYSTEM;Payment Handled;2018-09-13 17:31:14+02:00;UNDEFINED;declaration 98152;budget 86566;declaration number 98153;12.021140558424438; payment; handled;;;, SYSTEM
264;st_step 109857_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2017-12-06 08:50:02+01:00;EMPLOYEE;declaration 109851;budget 86566;declaration number 109852;90.38232926078683; declaration, employee; submitted;; employee;, STAFF MEMBER
265;st_step 109858_0;STAFF MEMBER;Declaration REJECTED by ADMINISTRATION;2018-03-26 15:13:53+02:00;ADMINISTRATION;declaration 109851;budget 86566;declaration number 109852;90.38232926078683; declaration; rejected;; administration, administration;, STAFF MEMBER
266;st_step 109856_0;STAFF MEMBER;Declaration REJECTED by EMPLOYEE;2018-03-26 16:00:39+02:00;EMPLOYEE;declaration 109851;budget 86566;declaration number 109852;90.38232926078683; declaration, employee; rejected;; employee;, STAFF MEMBER
267;st_step 109854_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-03-26 16:10:01+02:00;EMPLOYEE;declaration 109851;budget 86566;declaration number 109852;90.38232926078683; declaration, employee; submitted;; employee;, STAFF MEMBER
268;st_step 109853_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-03-26 16:10:03+02:00;ADMINISTRATION;declaration 109851;budget 86566;declaration number 109852;90.38232926078683; declaration; approved;; administration, administration;, STAFF MEMBER
269;st_step 109855_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2018-03-27 13:58:49+02:00;SUPERVISOR;declaration 109851;budget 86566;declaration number 109852;90.38232926078683; declaration; approved; final; supervisor, supervisor;, STAFF MEMBER
270;dd_declaration 109851_19;SYSTEM;Request Payment;2018-03-29 09:16:24+02:00;UNDEFINED;declaration 109851;budget 86566;declaration number 109852;90.38232926078683; payment; request;;;, SYSTEM
271;dd_declaration 109851_20;SYSTEM;Payment Handled;2018-04-05 17:30:51+02:00;UNDEFINED;declaration 109851;budget 86566;declaration number 109852;90.38232926078683; payment; handled;;;, SYSTEM
272;st_step 90817_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2017-12-08 11:36:45+01:00;EMPLOYEE;declaration 90815;budget 86566;UNKNOWN;33.30710787109593; declaration, employee; submitted;; employee;, STAFF MEMBER
273;st_step 90818_0;STAFF MEMBER;Declaration REJECTED by SUPERVISOR;2017-12-08 11:37:23+01:00;SUPERVISOR;declaration 90815;budget 86566;UNKNOWN;33.30710787109593; declaration; rejected;; supervisor, supervisor;, STAFF MEMBER
274;dd_declaration 90815_19;SYSTEM;Request Payment;2017-12-15 09:45:32+01:00;UNDEFINED;declaration 90815;budget 86566;UNKNOWN;33.30710787109593; payment; request;;;, SYSTEM
275;dd_declaration 90815_20;SYSTEM;Payment Handled;2017-12-18 17:31:20+01:00;UNDEFINED;declaration 90815;budget 86566;UNKNOWN;33.30710787109593; payment; handled;;;, SYSTEM
276;st_step 90816_0;STAFF MEMBER;Declaration REJECTED by EMPLOYEE;2017-12-20 08:31:44+01:00;EMPLOYEE;declaration 90815;budget 86566;UNKNOWN;33.30710787109593; declaration, employee; rejected;; employee;, STAFF MEMBER
277;st_step 101981_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2017-12-08 16:54:30+01:00;EMPLOYEE;declaration 101974;budget 86566;declaration number 101975;144.523428834933; declaration, employee; submitted;; employee;, STAFF MEMBER
278;st_step 101979_0;STAFF MEMBER;Declaration REJECTED by SUPERVISOR;2017-12-08 16:54:45+01:00;SUPERVISOR;declaration 101974;budget 86566;declaration number 101975;144.523428834933; declaration; rejected;; supervisor, supervisor;, STAFF MEMBER
279;st_step 101980_0;STAFF MEMBER;Declaration REJECTED by EMPLOYEE;2017-12-20 08:25:21+01:00;EMPLOYEE;declaration 101974;budget 86566;declaration number 101975;144.523428834933; declaration, employee; rejected;; employee;, STAFF MEMBER
280;st_step 101978_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-01-31 11:06:59+01:00;EMPLOYEE;declaration 101974;budget 86566;declaration number 101975;144.523428834933; declaration, employee; submitted;; employee;, STAFF MEMBER
281;st_step 101976_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-01-31 11:08:36+01:00;ADMINISTRATION;declaration 101974;budget 86566;declaration number 101975;144.523428834933; declaration; approved;; administration, administration;, STAFF MEMBER
282;st_step 101977_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2018-01-31 13:31:04+01:00;SUPERVISOR;declaration 101974;budget 86566;declaration number 101975;144.523428834933; declaration; approved; final; supervisor, supervisor;, STAFF MEMBER
283;dd_declaration 101974_19;SYSTEM;Request Payment;2018-02-06 08:31:14+01:00;UNDEFINED;declaration 101974;budget 86566;declaration number 101975;144.523428834933; payment; request;;;, SYSTEM
284;dd_declaration 101974_20;SYSTEM;Payment Handled;2018-02-08 17:31:10+01:00;UNDEFINED;declaration 101974;budget 86566;declaration number 101975;144.523428834933; payment; handled;;;, SYSTEM
285;st_step 87977_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2017-12-19 13:21:59+01:00;EMPLOYEE;declaration 87974;budget 86566;declaration number 87975;17.65726080631672; declaration, employee; submitted;; employee;, STAFF MEMBER
286;st_step 87976_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-01-12 16:11:53+01:00;ADMINISTRATION;declaration 87974;budget 86566;declaration number 87975;17.65726080631672; declaration; approved;; administration, administration;, STAFF MEMBER
287;st_step 87979_0;STAFF MEMBER;Declaration APPROVED by BUDGET OWNER;2018-01-15 08:50:35+01:00;BUDGET OWNER;declaration 87974;budget 86566;declaration number 87975;17.65726080631672; declaration; approved;; budget owner, budget owner;, STAFF MEMBER
288;st_step 87978_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2018-01-27 05:15:30+01:00;SUPERVISOR;declaration 87974;budget 86566;declaration number 87975;17.65726080631672; declaration; approved; final; supervisor, supervisor;, STAFF MEMBER
289;dd_declaration 87974_19;SYSTEM;Request Payment;2018-01-30 11:49:46+01:00;UNDEFINED;declaration 87974;budget 86566;declaration number 87975;17.65726080631672; payment; request;;;, SYSTEM
290;dd_declaration 87974_20;SYSTEM;Payment Handled;2018-02-01 17:31:17+01:00;UNDEFINED;declaration 87974;budget 86566;declaration number 87975;17.65726080631672; payment; handled;;;, SYSTEM
291;st_step 101091_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-01-08 07:05:15+01:00;EMPLOYEE;declaration 101084;budget 86566;declaration number 101085;15.330809422620286; declaration, employee; submitted;; employee;, STAFF MEMBER
292;st_step 101090_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-01-28 11:50:54+01:00;ADMINISTRATION;declaration 101084;budget 86566;declaration number 101085;15.330809422620286; declaration; approved;; administration, administration;, STAFF MEMBER
293;st_step 101092_0;STAFF MEMBER;Declaration REJECTED by SUPERVISOR;2018-01-31 13:26:53+01:00;SUPERVISOR;declaration 101084;budget 86566;declaration number 101085;15.330809422620286; declaration; rejected;; supervisor, supervisor;, STAFF MEMBER
294;st_step 101093_0;STAFF MEMBER;Declaration REJECTED by EMPLOYEE;2018-02-01 08:35:03+01:00;EMPLOYEE;declaration 101084;budget 86566;declaration number 101085;15.330809422620286; declaration, employee; rejected;; employee;, STAFF MEMBER
295;st_step 101086_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-02-01 10:16:52+01:00;EMPLOYEE;declaration 101084;budget 86566;declaration number 101085;15.330809422620286; declaration, employee; submitted;; employee;, STAFF MEMBER
296;st_step 101089_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-02-01 10:17:03+01:00;ADMINISTRATION;declaration 101084;budget 86566;declaration number 101085;15.330809422620286; declaration; approved;; administration, administration;, STAFF MEMBER
297;st_step 101088_0;STAFF MEMBER;Declaration APPROVED by BUDGET OWNER;2018-02-01 16:13:24+01:00;BUDGET OWNER;declaration 101084;budget 86566;declaration number 101085;15.330809422620286; declaration; approved;; budget owner, budget owner;, STAFF MEMBER
298;st_step 101087_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2018-02-08 05:15:43+01:00;SUPERVISOR;declaration 101084;budget 86566;declaration number 101085;15.330809422620286; declaration; approved; final; supervisor, supervisor;, STAFF MEMBER
299;dd_declaration 101084_19;SYSTEM;Request Payment;2018-02-08 07:55:22+01:00;UNDEFINED;declaration 101084;budget 86566;declaration number 101085;15.330809422620286; payment; request;;;, SYSTEM
300;dd_declaration 101084_20;SYSTEM;Payment Handled;2018-02-12 17:31:20+01:00;UNDEFINED;declaration 101084;budget 86566;declaration number 101085;15.330809422620286; payment; handled;;;, SYSTEM
301;st_step 100724_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-01-08 16:24:37+01:00;EMPLOYEE;declaration 100723;budget 86566;UNKNOWN;0.0; declaration, employee; submitted;; employee;, STAFF MEMBER
302;st_step 100725_0;STAFF MEMBER;Declaration REJECTED by ADMINISTRATION;2019-04-22 23:04:55+02:00;ADMINISTRATION;declaration 100723;budget 86566;UNKNOWN;0.0; declaration; rejected;; administration, administration;, STAFF MEMBER
303;st_step 100767_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-01-09 10:59:53+01:00;EMPLOYEE;declaration 100764;budget 86566;UNKNOWN;0.0; declaration, employee; submitted;; employee;, STAFF MEMBER
304;st_step 100765_0;STAFF MEMBER;Declaration REJECTED by ADMINISTRATION;2018-01-09 11:02:04+01:00;ADMINISTRATION;declaration 100764;budget 86566;UNKNOWN;0.0; declaration; rejected;; administration, administration;, STAFF MEMBER
305;st_step 100766_0;STAFF MEMBER;Declaration REJECTED by EMPLOYEE;2018-01-09 13:18:55+01:00;EMPLOYEE;declaration 100764;budget 86566;UNKNOWN;0.0; declaration, employee; rejected;; employee;, STAFF MEMBER
306;st_step 108709_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-01-09 12:37:32+01:00;EMPLOYEE;declaration 108703;budget 86566;declaration number 108704;100.83474329131909; declaration, employee; submitted;; employee;, STAFF MEMBER
307;st_step 108708_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-01-09 12:37:46+01:00;ADMINISTRATION;declaration 108703;budget 86566;declaration number 108704;100.83474329131909; declaration; approved;; administration, administration;, STAFF MEMBER
308;st_step 108710_0;STAFF MEMBER;Declaration REJECTED by SUPERVISOR;2018-01-09 13:20:11+01:00;SUPERVISOR;declaration 108703;budget 86566;declaration number 108704;100.83474329131909; declaration; rejected;; supervisor, supervisor;, STAFF MEMBER
309;st_step 108711_0;STAFF MEMBER;Declaration REJECTED by EMPLOYEE;2018-01-09 23:30:41+01:00;EMPLOYEE;declaration 108703;budget 86566;declaration number 108704;100.83474329131909; declaration, employee; rejected;; employee;, STAFF MEMBER
310;st_step 108706_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-01-11 15:47:52+01:00;EMPLOYEE;declaration 108703;budget 86566;declaration number 108704;100.83474329131909; declaration, employee; submitted;; employee;, STAFF MEMBER
311;st_step 108705_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-01-11 15:47:59+01:00;ADMINISTRATION;declaration 108703;budget 86566;declaration number 108704;100.83474329131909; declaration; approved;; administration, administration;, STAFF MEMBER
312;st_step 108707_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2018-01-15 08:20:38+01:00;SUPERVISOR;declaration 108703;budget 86566;declaration number 108704;100.83474329131909; declaration; approved; final; supervisor, supervisor;, STAFF MEMBER
313;dd_declaration 108703_19;SYSTEM;Request Payment;2018-01-18 15:06:05+01:00;UNDEFINED;declaration 108703;budget 86566;declaration number 108704;100.83474329131909; payment; request;;;, SYSTEM
314;dd_declaration 108703_20;SYSTEM;Payment Handled;2018-01-22 17:31:16+01:00;UNDEFINED;declaration 108703;budget 86566;declaration number 108704;100.83474329131909; payment; handled;;;, SYSTEM
315;st_step 104953_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-01-10 13:51:33+01:00;EMPLOYEE;declaration 104947;budget 86566;declaration number 104948;43.26176893108104; declaration, employee; submitted;; employee;, STAFF MEMBER
316;st_step 104954_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-01-10 14:35:57+01:00;ADMINISTRATION;declaration 104947;budget 86566;declaration number 104948;43.26176893108104; declaration; approved;; administration, administration;, STAFF MEMBER
317;st_step 104956_0;STAFF MEMBER;Declaration REJECTED by BUDGET OWNER;2018-01-11 11:37:53+01:00;BUDGET OWNER;declaration 104947;budget 86566;declaration number 104948;43.26176893108104; declaration; rejected;; budget owner, budget owner;, STAFF MEMBER
318;st_step 104955_0;STAFF MEMBER;Declaration REJECTED by EMPLOYEE;2018-01-11 16:45:30+01:00;EMPLOYEE;declaration 104947;budget 86566;declaration number 104948;43.26176893108104; declaration, employee; rejected;; employee;, STAFF MEMBER
319;st_step 104950_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-06-01 14:16:28+02:00;EMPLOYEE;declaration 104947;budget 86566;declaration number 104948;43.26176893108104; declaration, employee; submitted;; employee;, STAFF MEMBER
320;st_step 104949_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-06-01 14:16:31+02:00;ADMINISTRATION;declaration 104947;budget 86566;declaration number 104948;43.26176893108104; declaration; approved;; administration, administration;, STAFF MEMBER
321;st_step 104952_0;STAFF MEMBER;Declaration APPROVED by BUDGET OWNER;2018-06-01 14:43:47+02:00;BUDGET OWNER;declaration 104947;budget 86566;declaration number 104948;43.26176893108104; declaration; approved;; budget owner, budget owner;, STAFF MEMBER
322;st_step 104951_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2018-06-05 10:42:03+02:00;SUPERVISOR;declaration 104947;budget 86566;declaration number 104948;43.26176893108104; declaration; approved; final; supervisor, supervisor;, STAFF MEMBER
323;dd_declaration 104947_19;SYSTEM;Request Payment;2018-06-05 15:36:41+02:00;UNDEFINED;declaration 104947;budget 86566;declaration number 104948;43.26176893108104; payment; request;;;, SYSTEM
324;dd_declaration 104947_20;SYSTEM;Payment Handled;2018-06-07 17:31:35+02:00;UNDEFINED;declaration 104947;budget 86566;declaration number 104948;43.26176893108104; payment; handled;;;, SYSTEM
325;st_step 100410_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-01-11 17:00:03+01:00;EMPLOYEE;declaration 100399;budget 86566;declaration number 100400;42.107523563141534; declaration, employee; submitted;; employee;, STAFF MEMBER
326;st_step 100411_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-01-11 17:00:24+01:00;ADMINISTRATION;declaration 100399;budget 86566;declaration number 100400;42.107523563141534; declaration; approved;; administration, administration;, STAFF MEMBER
327;st_step 100409_0;STAFF MEMBER;Declaration REJECTED by SUPERVISOR;2018-01-15 08:19:03+01:00;SUPERVISOR;declaration 100399;budget 86566;declaration number 100400;42.107523563141534; declaration; rejected;; supervisor, supervisor;, STAFF MEMBER
328;st_step 100408_0;STAFF MEMBER;Declaration REJECTED by EMPLOYEE;2018-01-15 20:26:05+01:00;EMPLOYEE;declaration 100399;budget 86566;declaration number 100400;42.107523563141534; declaration, employee; rejected;; employee;, STAFF MEMBER
329;st_step 100405_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-01-16 11:17:04+01:00;EMPLOYEE;declaration 100399;budget 86566;declaration number 100400;42.107523563141534; declaration, employee; submitted;; employee;, STAFF MEMBER
330;st_step 100407_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-01-16 11:17:09+01:00;ADMINISTRATION;declaration 100399;budget 86566;declaration number 100400;42.107523563141534; declaration; approved;; administration, administration;, STAFF MEMBER
331;st_step 100404_0;STAFF MEMBER;Declaration REJECTED by SUPERVISOR;2018-01-16 11:37:44+01:00;SUPERVISOR;declaration 100399;budget 86566;declaration number 100400;42.107523563141534; declaration; rejected;; supervisor, supervisor;, STAFF MEMBER
332;st_step 100406_0;STAFF MEMBER;Declaration REJECTED by EMPLOYEE;2018-01-16 19:24:25+01:00;EMPLOYEE;declaration 100399;budget 86566;declaration number 100400;42.107523563141534; declaration, employee; rejected;; employee;, STAFF MEMBER
333;st_step 100401_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-01-17 09:06:24+01:00;EMPLOYEE;declaration 100399;budget 86566;declaration number 100400;42.107523563141534; declaration, employee; submitted;; employee;, STAFF MEMBER
334;st_step 100403_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-01-17 09:10:13+01:00;ADMINISTRATION;declaration 100399;budget 86566;declaration number 100400;42.107523563141534; declaration; approved;; administration, administration;, STAFF MEMBER
335;st_step 100402_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2018-01-17 11:45:28+01:00;SUPERVISOR;declaration 100399;budget 86566;declaration number 100400;42.107523563141534; declaration; approved; final; supervisor, supervisor;, STAFF MEMBER
336;dd_declaration 100399_19;SYSTEM;Request Payment;2018-01-18 08:30:22+01:00;UNDEFINED;declaration 100399;budget 86566;declaration number 100400;42.107523563141534; payment; request;;;, SYSTEM
337;dd_declaration 100399_20;SYSTEM;Payment Handled;2018-01-22 17:31:16+01:00;UNDEFINED;declaration 100399;budget 86566;declaration number 100400;42.107523563141534; payment; handled;;;, SYSTEM
